,Iterations,Cov_b,Cov_rnd_b,Cov_g,Cov_rnd_g,Cov_i,Cov_rnd_i,Cov_j,Cov_rnd_j,Cov_m,Cov_rnd_m,Cov_o,Cov_rnd_o,Cov_t,Cov_rnd_t,Cov_v,Cov_rnd_v,Cov_x,Cov_rnd_x,Cov_y,Cov_rnd_y
10,10000,1.1091252306956751e+18,1.1091252306956751e+18,1.1103985582459951e+18,336139175027.77014,1.107992471343039e+18,1.107992471343039e+18,1.1102310904435539e+18,1.1102310904435539e+18,3800.936348014385,318985.71400042094,830548.2881486374,335741831625.8508,14868.13787398331,1.1085356870563099e+18,8549298265.714013,1.1089714620974033e+18,7772.7116172178985,1.107728605013376e+18,3953.5117871290176,1243361.5926415124
11,11000,1.1091252306956751e+18,1.1091252306956751e+18,1.1103985582459951e+18,1.1103985582459951e+18,1.107992471343039e+18,1.107992471343039e+18,1.1102310904435539e+18,1.1102310904435539e+18,4062.7695067906184,1.1082409903631058e+18,830548.2881486374,1.108149453753261e+18,14172.759027477674,1.1085356870563099e+18,8549298265.714013,1.1089714620974033e+18,7524.995281933236,1.107728605013376e+18,4160.6456115490555,1.1074631280393562e+18
12,12000,1.1091252306956751e+18,1.1091252306956751e+18,1.1103985582459951e+18,1.1103985582459951e+18,1.107992471343039e+18,1.107992471343039e+18,1.1102310904435539e+18,1.1102310904435539e+18,4062.7695067906184,48339702938007.81,830548.2881486374,1984049.683207019,14172.759027477674,1.1085356870563099e+18,8549298265.714013,1.1089714620974033e+18,7524.995281933236,1.107728605013376e+18,4160.6456115490555,48391374098256.14
13,13000,1.1091252306956751e+18,1.1091252306956751e+18,1.1103985582459951e+18,1916719.147213331,1.107992471343039e+18,1.107992471343039e+18,1.1102310904435539e+18,15916551.228035673,3800.936348014385,1.1082409903631058e+18,830548.2881486374,1.108149453753261e+18,14868.13787398331,1.1085356870563099e+18,8549298265.714013,1.1089714620974033e+18,7772.7116172178985,1.107728605013376e+18,3953.5117871290176,1.1074631280393562e+18
14,14000,1.1091252306956751e+18,1.1091252306956751e+18,1.1103985582459951e+18,1.1103985582459951e+18,1.107992471343039e+18,1.107992471343039e+18,1.1102310904435539e+18,1.1102310904435539e+18,3800.936348014385,10374217989271.91,830548.2881486374,6754686836124.357,14868.13787398331,1.1085356870563099e+18,8549298265.714013,1.1089714620974033e+18,7772.7116172178985,1.107728605013376e+18,3953.5117871290176,10373245393833.041
15,15000,1.1091252306956751e+18,1.1091252306956751e+18,1.1103985582459951e+18,97353432778320.38,1.107992471343039e+18,1.107992471343039e+18,1.1102310904435539e+18,1.1102310904435539e+18,3650.5902681219113,1.1082409903631058e+18,830548.2881486374,1.108149453753261e+18,51215.28849524682,1.1085356870563099e+18,8549298265.714013,1.1089714620974033e+18,7973.137158735249,1.107728605013376e+18,3953.5117871290176,1.1074631280393562e+18
16,16000,1.1091252306956751e+18,8669760.771654468,1.1103985582459951e+18,1.1103985582459951e+18,1.107992471343039e+18,1.107992471343039e+18,1.1102310904435539e+18,1.1102310904435539e+18,4668.365328069992,59399.95278033698,830548.2881486374,10368929704183.326,8000.596911852765,117567.12743015183,24560.410065639742,290842.51046441356,5197.047830666428,253320.4672663179,3953.5117871290176,59374.023691132024
17,17000,1.1091252306956751e+18,1.1091252306956751e+18,1.1103985582459951e+18,403658.2767480265,1.107992471343039e+18,1.107992471343039e+18,1.1102310904435539e+18,1.1102310904435539e+18,4456.406713897491,1335768739366.7874,830548.2881486374,81240.21404100173,14092.007245105451,1.1085356870563099e+18,24560.410065639742,1.1089714620974033e+18,5293.668637325928,1.107728605013376e+18,3953.5117871290176,1.1074631280393562e+18
18,18000,1.1091252306956751e+18,8669760.771654468,1.1103985582459951e+18,1.1103985582459951e+18,1.107992471343039e+18,1.107992471343039e+18,1.1102310904435539e+18,1.1102310904435539e+18,4668.365328069992,33543.73462891045,830548.2881486374,1.108149453753261e+18,8000.596911852765,16931.397042159893,24560.410065639742,37288.433077903515,5197.047830666428,12236.644244717669,3953.5117871290176,14342.934967989368
19,19000,1.1091252306956751e+18,1.1091252306956751e+18,1.1103985582459951e+18,2012030355038.5059,1.107992471343039e+18,1.107992471343039e+18,1.1102310904435539e+18,1.1102310904435539e+18,4456.406713897491,23436.556979417303,830548.2881486374,69485.1409206106,14092.007245105451,1233559.6101260376,24560.410065639742,290842.51046441356,5293.668637325928,4488889872600.732,3953.5117871290176,29417.36525590781
20,20000,1.1091252306956751e+18,1.1091252306956751e+18,1.1103985582459951e+18,1.1103985582459951e+18,1.107992471343039e+18,1.107992471343039e+18,1.1102310904435539e+18,1.1102310904435539e+18,4665.774656181262,1.1082409903631058e+18,830548.2881486374,10368929704183.326,8000.596911852765,1.1085356870563099e+18,24560.410065639742,1.1089714620974033e+18,5197.047830666428,1.107728605013376e+18,3930.97440504984,1.1074631280393562e+18
