,Iterations,Cov_b,Cov_rnd_b,Cov_g,Cov_rnd_g,Cov_i,Cov_rnd_i,Cov_j,Cov_rnd_j,Cov_m,Cov_rnd_m,Cov_o,Cov_rnd_o,Cov_t,Cov_rnd_t,Cov_v,Cov_rnd_v,Cov_x,Cov_rnd_x,Cov_y,Cov_rnd_y
10,10000,1.1091252306956751e+18,1.1091252306956751e+18,1.1103985582459951e+18,1.1103985582459951e+18,1.107992471343039e+18,1.107992471343039e+18,1.1102310904435539e+18,1.1102310904435539e+18,4062.6659378850823,97215533613192.28,830548.2881486374,97496603178742.25,14172.759027477674,1.1085356870563099e+18,8549298265.714013,1.1089714620974033e+18,7524.995281933236,1.107728605013376e+18,4144.52253462125,97314831187188.3
11,11000,1.1091252306956751e+18,1.1091252306956751e+18,1.1103985582459951e+18,1.1103985582459951e+18,1.107992471343039e+18,1.107992471343039e+18,1.1102310904435539e+18,1.1102310904435539e+18,4062.6659378850823,1.1082409903631058e+18,830548.2881486374,1.108149453753261e+18,14172.759027477674,1.1085356870563099e+18,8549298265.714013,1.1089714620974033e+18,7524.995281933236,1.107728605013376e+18,4144.52253462125,1.1074631280393562e+18
12,12000,1.1091252306956751e+18,1.1091252306956751e+18,1.1103985582459951e+18,188950.89944924624,1.107992471343039e+18,1.107992471343039e+18,1.1102310904435539e+18,27160151752778.008,3800.936348014385,1.1082409903631058e+18,830548.2881486374,1.108149453753261e+18,14868.13787398331,1.1085356870563099e+18,8549298265.714013,1.1089714620974033e+18,7772.7116172178985,1.107728605013376e+18,3953.5117871290176,1.1074631280393562e+18
13,13000,1.1091252306956751e+18,1.1091252306956751e+18,1.1103985582459951e+18,97353432778320.38,1.107992471343039e+18,1.107992471343039e+18,1.1102310904435539e+18,1.1102310904435539e+18,3800.936348014385,3590644.2104783477,830548.2881486374,1.108149453753261e+18,14868.13787398331,1.1085356870563099e+18,8549298265.714013,1.1089714620974033e+18,7772.7116172178985,9585074.425553251,3953.5117871290176,4463916.757334902
14,14000,1.1091252306956751e+18,1.1091252306956751e+18,1.1103985582459951e+18,1.1103985582459951e+18,1.107992471343039e+18,1.107992471343039e+18,1.1102310904435539e+18,1.1102310904435539e+18,3800.936348014385,1.1082409903631058e+18,830548.2881486374,1.108149453753261e+18,14868.13787398331,1.1085356870563099e+18,8549298265.714013,1.1089714620974033e+18,7772.7116172178985,1.107728605013376e+18,3953.5117871290176,1.1074631280393562e+18
15,15000,1.1091252306956751e+18,1.1091252306956751e+18,1.1103985582459951e+18,1.1103985582459951e+18,1.107992471343039e+18,1.107992471343039e+18,1.1102310904435539e+18,1.1102310904435539e+18,3800.936348014385,15118.342901643311,830548.2881486374,830548.2881486374,14868.13787398331,1.1085356870563099e+18,8549298265.714013,1.1089714620974033e+18,7772.7116172178985,189587533397.96976,3953.5117871290176,17194.96561433578
16,16000,1.1091252306956751e+18,1.1091252306956751e+18,1.1103985582459951e+18,1.1103985582459951e+18,1.107992471343039e+18,1.107992471343039e+18,1.1102310904435539e+18,1.1102310904435539e+18,3800.936348014385,4482076816891.888,830548.2881486374,155223.7753921229,14868.13787398331,954608.3967969574,8549298265.714013,554827184532.51,7772.7116172178985,139721.19591185142,3953.5117871290176,4484301973030.53
17,17000,1.1091252306956751e+18,1.1091252306956751e+18,1.1103985582459951e+18,1.1103985582459951e+18,1.107992471343039e+18,1.107992471343039e+18,1.1102310904435539e+18,1.1102310904435539e+18,3800.3166426750813,48339702938007.81,830548.2881486374,48221870461254.555,14868.13787398331,1.1085356870563099e+18,8549298265.714013,1.1089714620974033e+18,7772.7116172178985,1.107728605013376e+18,3930.97440504984,48391374098256.14
18,18000,1.1091252306956751e+18,1.1091252306956751e+18,1.1103985582459951e+18,108434.54023125349,1.107992471343039e+18,1.107992471343039e+18,1.1102310904435539e+18,1.1102310904435539e+18,3800.936348014385,14011.197287423858,830548.2881486374,22849.93710086047,14868.13787398331,1.1085356870563099e+18,8549298265.714013,1.1089714620974033e+18,7772.7116172178985,189587533397.96976,3953.5117871290176,188472.7748704621
19,19000,1.1091252306956751e+18,1.1091252306956751e+18,1.1103985582459951e+18,1022086.6620863228,1.107992471343039e+18,1.107992471343039e+18,1.1102310904435539e+18,1.1102310904435539e+18,4456.406713897491,1.1082409903631058e+18,830548.2881486374,1.108149453753261e+18,14092.007245105451,1.1085356870563099e+18,24560.410065639742,1.1089714620974033e+18,5293.668637325928,1.107728605013376e+18,3953.5117871290176,1.1074631280393562e+18
20,20000,1.1091252306956751e+18,1.1091252306956751e+18,1.1103985582459951e+18,97353432778320.38,1.107992471343039e+18,1.107992471343039e+18,1.1102310904435539e+18,1.1102310904435539e+18,4456.406713897491,1.1082409903631058e+18,830548.2881486374,1.108149453753261e+18,14092.007245105451,1.1085356870563099e+18,24560.410065639742,1.1089714620974033e+18,5293.668637325928,1.107728605013376e+18,3953.5117871290176,1.1074631280393562e+18
